Date,Open,High,Low,Close,Adj Close,Volume
2015-05-04,47.000000,47.000000,47.000000,47.000000,36.018421,0
2015-05-05,47.000000,47.000000,47.000000,47.000000,36.018421,0
2015-05-06,47.000000,47.000000,47.000000,47.000000,36.018421,0
2015-05-07,47.000000,47.000000,47.000000,47.000000,36.018421,0
2015-05-08,47.000000,47.000000,47.000000,47.000000,36.018421,0
2015-05-11,48.200001,48.200001,48.200001,48.200001,36.938038,100
2015-05-12,48.200001,48.200001,48.200001,48.200001,36.938038,0
2015-05-13,46.840000,46.840000,46.840000,46.840000,35.895802,200
2015-05-14,46.840000,46.840000,46.840000,46.840000,35.895802,0
2015-05-15,46.840000,46.840000,46.840000,46.840000,35.895802,0
2015-05-18,46.840000,46.840000,46.840000,46.840000,35.895802,0
2015-05-19,46.840000,46.840000,46.840000,46.840000,35.895802,0
2015-05-20,46.840000,46.840000,46.840000,46.840000,35.895802,0
2015-05-21,46.840000,46.840000,46.840000,46.840000,35.895802,0
2015-05-22,47.599998,47.599998,47.599998,47.599998,36.478233,100
2015-05-25,47.599998,47.599998,47.599998,47.599998,36.478233,0
2015-05-26,47.599998,47.599998,47.599998,47.599998,36.478233,0
2015-05-27,47.599998,47.599998,47.599998,47.599998,36.478233,0
2015-05-28,48.099998,48.099998,48.099998,48.099998,36.861408,300
2015-05-29,48.799999,48.799999,48.799999,48.799999,37.397839,1500
2015-06-01,48.799999,48.799999,48.799999,48.799999,37.397839,0
2015-06-02,48.799999,48.799999,48.799999,48.799999,37.397839,0
2015-06-03,48.799999,48.799999,48.799999,48.799999,37.397839,0
2015-06-05,47.209999,47.209999,47.209999,47.209999,36.179340,400
2015-06-08,46.770000,46.770000,46.770000,46.770000,35.842155,200
2015-06-09,46.770000,46.770000,46.770000,46.770000,35.842155,0
2015-06-10,46.770000,46.770000,46.770000,46.770000,35.842155,0
2015-06-11,46.770000,46.770000,46.770000,46.770000,35.842155,0
2015-06-12,47.470001,47.470001,47.470001,47.470001,36.378597,100
2015-06-15,47.470001,47.470001,47.470001,47.470001,36.378597,0
2015-06-16,47.470001,47.470001,47.470001,47.470001,36.378597,0
2015-06-17,47.470001,47.470001,47.470001,47.470001,36.378597,0
2015-06-18,46.509998,46.509998,46.509998,46.509998,35.642902,200
2015-06-19,46.509998,46.509998,46.509998,46.509998,35.642902,0
2015-06-22,46.910000,46.910000,46.910000,46.910000,35.949448,300
2015-06-23,46.910000,46.910000,46.910000,46.910000,35.949448,0
2015-06-24,46.910000,46.910000,46.910000,46.910000,35.949448,0
2015-06-25,46.910000,46.910000,46.910000,46.910000,35.949448,0
2015-06-26,48.570000,48.570000,48.570000,48.570000,37.221596,1300
2015-06-29,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-06-30,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-01,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-02,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-03,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-06,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-07,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-08,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-10,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-13,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-14,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-15,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-16,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-17,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-20,48.570000,48.570000,48.570000,48.570000,37.221596,0
2015-07-21,46.110001,46.110001,46.110001,46.110001,35.336365,3700
2015-07-22,46.110001,46.110001,46.110001,46.110001,35.336365,0
2015-07-23,46.110001,46.110001,46.110001,46.110001,35.336365,0
2015-07-24,46.110001,46.110001,46.110001,46.110001,35.336365,0
2015-07-27,46.110001,46.110001,46.110001,46.110001,35.336365,0
2015-07-28,46.110001,46.110001,46.110001,46.110001,35.336365,0
2015-07-29,46.110001,46.110001,46.110001,46.110001,35.762867,0
2015-07-30,46.110001,46.110001,46.110001,46.110001,35.762867,0
2015-07-31,51.150002,51.150002,51.150002,51.150002,39.671886,2200
2015-08-03,51.740002,52.090000,51.740002,52.070000,40.385437,24100
2015-08-04,52.439999,52.490002,52.340000,52.400002,40.641384,3200
2015-08-05,51.310001,52.029999,51.299999,52.029999,40.354412,3600
2015-08-06,52.599998,53.029999,52.599998,53.029999,41.130016,26500
2015-08-07,52.320000,52.320000,52.320000,52.320000,40.579334,2700
2015-08-10,51.250000,51.250000,51.250000,51.250000,39.749443,2800
2015-08-11,51.750000,51.750000,51.750000,51.750000,40.137241,300
2015-08-12,51.750000,51.750000,51.750000,51.750000,40.137241,0
2015-08-13,51.750000,51.750000,51.750000,51.750000,40.137241,0
2015-08-14,51.709999,51.759998,51.650002,51.759998,40.144989,2200
2015-08-17,51.759998,51.759998,51.759998,51.759998,40.144989,0
2015-08-18,51.860001,51.860001,51.860001,51.860001,40.222561,400
2015-08-19,51.590000,51.590000,51.590000,51.590000,40.013149,5700
2015-08-20,51.590000,51.590000,51.590000,51.590000,40.013149,0
2015-08-21,49.259998,49.349998,49.259998,49.349998,38.275806,6700
2015-08-24,49.349998,49.349998,49.349998,49.349998,38.275806,0
2015-08-25,49.349998,49.349998,49.349998,49.349998,38.275806,0
2015-08-26,49.349998,49.349998,49.349998,49.349998,38.275806,0
2015-08-27,49.349998,49.349998,49.349998,49.349998,38.275806,0
2015-08-28,49.349998,49.349998,49.349998,49.349998,38.275806,0
2015-08-31,49.349998,49.349998,49.349998,49.349998,38.275806,0
2015-09-01,51.000000,51.560001,51.000000,51.000000,39.555550,1200
2015-09-02,51.000000,51.000000,51.000000,51.000000,39.555550,0
2015-09-03,51.000000,51.000000,51.000000,51.000000,39.555550,0
2015-09-04,51.000000,51.000000,51.000000,51.000000,39.555550,0
2015-09-08,51.000000,51.000000,51.000000,51.000000,39.555550,0
2015-09-09,51.000000,51.000000,51.000000,51.000000,39.555550,0
2015-09-10,51.959999,51.959999,51.959999,51.959999,40.300117,26300
2015-09-11,52.820000,53.139999,52.820000,53.139999,41.215328,1600
2015-09-14,53.139999,53.139999,53.139999,53.139999,41.215328,0
2015-09-15,54.020000,55.160000,54.020000,55.160000,42.782028,5100
2015-09-16,55.330002,55.330002,55.330002,55.330002,42.913887,1000
2015-09-17,57.200001,57.200001,56.099998,56.099998,43.511089,4700
2015-09-18,56.099998,56.099998,56.099998,56.099998,43.511089,0
2015-09-21,57.500000,57.500000,57.500000,57.500000,44.596931,900
2015-09-22,57.500000,57.500000,57.500000,57.500000,44.596931,0
2015-09-23,56.450001,56.619999,56.450001,56.619999,43.914410,1900
2015-09-24,55.299999,55.299999,55.299999,55.299999,42.890617,1600
2015-09-25,55.299999,55.299999,55.299999,55.299999,42.890617,0
2015-09-28,55.299999,55.299999,55.299999,55.299999,42.890617,0
2015-09-29,55.299999,55.299999,55.299999,55.299999,42.890617,0
2015-09-30,55.299999,55.299999,55.299999,55.299999,42.890617,0
2015-10-01,54.650002,54.759998,54.650002,54.759998,42.471790,2100
2015-10-02,54.759998,54.759998,54.759998,54.759998,42.471790,0
2015-10-05,54.759998,54.759998,54.759998,54.759998,42.471790,0
2015-10-06,54.759998,54.759998,54.759998,54.759998,42.471790,0
2015-10-07,54.759998,54.759998,54.759998,54.759998,42.471790,0
2015-10-08,54.759998,54.759998,54.759998,54.759998,42.471790,0
2015-10-09,55.959999,55.959999,55.959999,55.959999,43.402515,800
2015-10-13,58.130001,58.130001,58.130001,58.130001,45.085564,1000
2015-10-14,58.130001,58.130001,58.130001,58.130001,45.085564,0
2015-10-15,58.130001,58.130001,58.130001,58.130001,45.085564,0
2015-10-16,58.709999,58.709999,58.709999,58.709999,45.535412,900
2015-10-19,58.709999,58.709999,58.709999,58.709999,45.535412,0
2015-10-20,60.770000,60.919998,60.709999,60.919998,47.249485,4000
2015-10-21,60.919998,60.919998,60.919998,60.919998,47.249485,0
2015-10-22,60.919998,60.919998,60.919998,60.919998,47.249485,0
2015-10-23,61.000000,61.000000,60.990002,60.990002,47.303783,1700
2015-10-26,60.990002,60.990002,60.990002,60.990002,47.303783,0
2015-10-27,58.259998,59.000000,58.259998,58.410000,45.302731,2600
2015-10-28,58.410000,58.410000,58.410000,58.410000,45.756367,0
2015-10-29,60.000000,60.000000,60.000000,60.000000,47.001919,1900
2015-10-30,60.000000,60.000000,60.000000,60.000000,47.001919,0
2015-11-03,55.759998,55.759998,55.759998,55.759998,43.680447,26900
2015-11-04,55.759998,55.759998,55.759998,55.759998,43.680447,0
2015-11-05,55.230000,55.230000,55.230000,55.230000,43.265270,1800
2015-11-06,55.230000,55.230000,55.230000,55.230000,43.265270,0
2015-11-09,54.750000,54.750000,54.200001,54.200001,42.458397,200
2015-11-10,54.200001,54.200001,54.200001,54.200001,42.458397,0
2015-11-11,54.299999,54.299999,54.299999,54.299999,42.536736,2600
2015-11-12,53.119999,53.119999,53.119999,53.119999,41.612358,3800
2015-11-13,53.459999,53.459999,53.459999,53.459999,41.878719,1100
2015-11-16,53.180000,53.180000,53.180000,53.180000,41.659367,900
2015-11-17,53.180000,53.180000,53.180000,53.180000,41.659367,0
2015-11-18,53.180000,53.180000,53.180000,53.180000,41.659367,0
2015-11-19,53.180000,53.180000,53.180000,53.180000,41.659367,0
2015-11-23,53.180000,53.180000,53.180000,53.180000,41.659367,0
2015-11-24,53.180000,53.180000,53.180000,53.180000,41.659367,0
2015-11-25,54.830002,54.830002,54.830002,54.830002,42.951923,1500
2015-11-26,54.830002,54.830002,54.830002,54.830002,42.951923,0
2015-11-27,54.830002,54.830002,54.830002,54.830002,42.951923,0
2015-11-30,54.830002,54.830002,54.830002,54.830002,42.951923,0
2015-12-01,54.830002,54.830002,54.830002,54.830002,42.951923,0
2015-12-02,54.830002,54.830002,54.830002,54.830002,42.951923,0
2015-12-03,54.830002,54.830002,54.830002,54.830002,42.951923,0
2015-12-04,53.500000,53.500000,53.500000,53.500000,41.910049,2100
2015-12-07,53.290001,53.290001,53.290001,53.290001,41.745533,56200
2015-12-08,53.290001,53.290001,53.290001,53.290001,41.745533,0
2015-12-09,53.290001,53.290001,53.290001,53.290001,41.745533,0
2015-12-10,53.139999,53.139999,53.139999,53.139999,41.628033,4800
2015-12-11,53.139999,53.139999,53.139999,53.139999,41.628033,0
2015-12-14,52.570000,52.570000,52.570000,52.570000,41.181519,7400
2015-12-15,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-16,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-17,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-18,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-21,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-22,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-23,52.570000,52.570000,52.570000,52.570000,41.181519,0
2015-12-28,54.610001,54.610001,54.610001,54.610001,42.779583,17000
2015-12-29,54.610001,54.610001,54.610001,54.610001,42.779583,0
2015-12-30,54.610001,54.610001,54.610001,54.610001,42.779583,0
2016-01-04,55.730000,55.730000,55.730000,55.730000,43.656948,500
2016-01-05,55.730000,55.730000,55.730000,55.730000,43.656948,0
2016-01-06,52.860001,52.860001,52.860001,52.860001,41.408703,1200
2016-01-07,52.860001,52.860001,52.860001,52.860001,41.408703,0
2016-01-08,52.860001,52.860001,52.860001,52.860001,41.408703,0
2016-01-11,50.730000,50.730000,50.730000,50.730000,39.740116,33700
2016-01-12,50.730000,50.730000,50.730000,50.730000,39.740116,0
2016-01-13,49.250000,49.250000,49.250000,49.250000,38.580746,2000
2016-01-14,48.400002,48.400002,48.400002,48.400002,37.914883,2300
2016-01-15,48.400002,48.400002,48.400002,48.400002,37.914883,0
2016-01-18,48.400002,48.400002,48.400002,48.400002,37.914883,0
2016-01-19,48.400002,48.400002,48.400002,48.400002,37.914883,0
2016-01-20,47.369999,47.889999,47.000000,47.889999,37.515362,3800
2016-01-21,50.849998,50.849998,50.849998,50.849998,39.834126,10000
2016-01-22,50.849998,50.849998,50.849998,50.849998,39.834126,0
2016-01-26,50.849998,50.849998,50.849998,50.849998,39.834126,0
2016-01-27,50.849998,50.849998,50.849998,50.849998,40.310551,0
2016-01-28,50.849998,50.849998,50.849998,50.849998,40.310551,0
2016-01-29,50.849998,50.849998,50.849998,50.849998,40.310551,0
2016-02-01,50.849998,50.849998,50.849998,50.849998,40.310551,0
2016-02-02,50.849998,50.849998,50.849998,50.849998,40.310551,0
2016-02-03,44.200001,44.200001,44.200001,44.200001,35.038860,1300
2016-02-04,44.200001,44.200001,44.200001,44.200001,35.038860,0
2016-02-05,44.200001,44.200001,44.200001,44.200001,35.038860,0
2016-02-10,44.200001,44.200001,44.200001,44.200001,35.038860,0
2016-02-11,44.200001,44.200001,44.200001,44.200001,35.038860,0
2016-02-12,45.320000,45.320000,45.320000,45.320000,35.926731,600
2016-02-15,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-16,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-17,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-18,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-19,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-22,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-23,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-24,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-25,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-26,45.320000,45.320000,45.320000,45.320000,35.926731,0
2016-02-29,49.840000,49.840000,49.830002,49.830002,39.501965,3000
2016-03-01,51.500000,51.500000,51.500000,51.500000,40.825829,3500
2016-03-02,51.500000,51.500000,51.500000,51.500000,40.825829,0
2016-03-03,51.500000,51.500000,51.500000,51.500000,40.825829,0
2016-03-04,51.500000,51.500000,51.500000,51.500000,40.825829,0
2016-03-07,51.900002,51.900002,51.900002,51.900002,41.142929,500
2016-03-08,51.900002,51.900002,51.900002,51.900002,41.142929,0
2016-03-09,51.900002,51.900002,51.900002,51.900002,41.142929,0
2016-03-10,51.900002,51.900002,51.900002,51.900002,41.142929,0
2016-03-11,47.669998,47.669998,47.669998,47.669998,37.789654,1600
2016-03-14,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-15,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-16,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-17,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-18,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-21,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-22,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-23,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-24,47.669998,47.669998,47.669998,47.669998,37.789654,0
2016-03-28,47.830002,47.830002,47.830002,47.830002,37.916492,900
2016-03-29,47.830002,47.830002,47.830002,47.830002,37.916492,0
2016-03-30,47.830002,47.830002,47.830002,47.830002,37.916492,0
2016-03-31,47.830002,47.830002,47.830002,47.830002,37.916492,0
2016-04-01,47.830002,47.830002,47.830002,47.830002,37.916492,0
2016-04-04,46.349998,46.349998,46.349998,46.349998,36.743248,8400
2016-04-05,46.349998,46.349998,46.349998,46.349998,36.743248,0
2016-04-06,46.349998,46.349998,46.349998,46.349998,36.743248,0
2016-04-07,46.349998,46.349998,46.349998,46.349998,36.743248,0
2016-04-08,46.349998,46.349998,46.349998,46.349998,36.743248,0
2016-04-11,46.349998,46.349998,46.349998,46.349998,36.743248,0
2016-04-12,45.119999,45.119999,45.119999,45.119999,35.768185,1200
2016-04-13,45.119999,45.119999,45.119999,45.119999,35.768185,0
2016-04-14,45.119999,45.119999,45.119999,45.119999,35.768185,500
2016-04-15,45.119999,45.119999,45.119999,45.119999,35.768185,0
2016-04-18,45.119999,45.119999,45.119999,45.119999,35.768185,0
2016-04-19,47.209999,47.209999,47.209999,47.209999,37.424995,500
2016-04-20,47.209999,47.209999,47.209999,47.209999,37.424995,0
2016-04-22,48.439999,48.439999,48.439999,48.439999,38.400055,800
2016-04-25,48.439999,48.439999,48.439999,48.439999,38.400055,0
2016-04-26,48.439999,48.439999,48.439999,48.439999,38.400055,0
2016-04-27,48.439999,48.439999,48.439999,48.439999,38.832691,0
2016-04-28,48.439999,48.439999,48.439999,48.439999,38.832691,0
2016-04-29,46.490002,46.660000,46.490002,46.660000,37.405731,1700
2016-05-02,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-03,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-04,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-05,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-06,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-09,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-10,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-11,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-12,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-13,46.660000,46.660000,46.660000,46.660000,37.405731,0
2016-05-16,46.450001,46.450001,46.450001,46.450001,37.237381,2200
2016-05-17,46.450001,46.450001,46.450001,46.450001,37.237381,0
2016-05-18,46.450001,46.450001,46.450001,46.450001,37.237381,0
2016-05-19,46.450001,46.450001,46.450001,46.450001,37.237381,0
2016-05-20,46.450001,46.450001,46.450001,46.450001,37.237381,0
2016-05-23,46.450001,46.450001,46.450001,46.450001,37.237381,0
2016-05-24,46.450001,46.450001,46.450001,46.450001,37.237381,0
2016-05-25,48.610001,48.610001,48.610001,48.610001,38.968979,500
2016-05-27,48.610001,48.610001,48.610001,48.610001,38.968979,0
2016-05-30,48.610001,48.610001,48.610001,48.610001,38.968979,0
2016-05-31,48.610001,48.610001,48.610001,48.610001,38.968979,0
2016-06-01,48.610001,48.610001,48.610001,48.610001,38.968979,0
2016-06-02,48.610001,48.610001,48.610001,48.610001,38.968979,0
2016-06-03,45.939999,45.939999,45.939999,45.939999,36.828533,700
2016-06-06,45.939999,45.939999,45.939999,45.939999,36.828533,0
2016-06-07,45.939999,45.939999,45.939999,45.939999,36.828533,0
2016-06-08,45.939999,45.939999,45.939999,45.939999,36.828533,0
2016-06-09,45.939999,45.939999,45.939999,45.939999,36.828533,0
2016-06-10,45.119999,45.119999,45.119999,45.119999,36.171173,3700
2016-06-13,45.119999,45.119999,45.119999,45.119999,36.171173,0
2016-06-14,45.119999,45.119999,45.119999,45.119999,36.171173,0
2016-06-15,45.119999,45.119999,45.119999,45.119999,36.171173,0
2016-06-16,45.119999,45.119999,45.119999,45.119999,36.171173,0
2016-06-17,45.540001,45.540001,45.500000,45.500000,36.475803,2200
2016-06-20,45.500000,45.500000,45.500000,45.500000,36.475803,0
2016-06-21,45.500000,45.500000,45.500000,45.500000,36.475803,0
2016-06-22,45.500000,45.500000,45.500000,45.500000,36.475803,0
2016-06-23,45.500000,45.500000,45.500000,45.500000,36.475803,0
2016-06-24,42.299999,42.299999,42.299999,42.299999,33.910473,60800
2016-06-27,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-06-28,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-06-29,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-06-30,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-07-01,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-07-04,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-07-05,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-07-06,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-07-07,42.299999,42.299999,42.299999,42.299999,33.910473,0
2016-07-08,43.000000,43.000000,43.000000,43.000000,34.471638,6300
2016-07-11,43.000000,43.000000,43.000000,43.000000,34.471638,0
2016-07-12,43.000000,43.000000,43.000000,43.000000,34.471638,0
2016-07-13,43.570000,43.570000,43.570000,43.570000,34.928581,400
2016-07-14,43.570000,43.570000,43.570000,43.570000,34.928581,0
2016-07-15,43.570000,43.570000,43.570000,43.570000,34.928581,0
2016-07-18,43.570000,43.570000,43.570000,43.570000,34.928581,0
2016-07-19,43.570000,43.570000,43.570000,43.570000,34.928581,0
2016-07-20,43.570000,43.570000,43.570000,43.570000,34.928581,0
2016-07-21,43.570000,43.570000,43.570000,43.570000,34.928581,0
2016-07-22,44.980000,44.980000,44.980000,44.980000,36.058929,11800
2016-07-25,44.980000,44.980000,44.980000,44.980000,36.058929,0
2016-07-26,44.980000,44.980000,44.980000,44.980000,36.452583,0
2016-07-27,44.980000,44.980000,44.980000,44.980000,36.452583,0
2016-07-28,44.980000,44.980000,44.980000,44.980000,36.452583,0
2016-07-29,44.980000,44.980000,44.980000,44.980000,36.452583,0
2016-08-01,40.889999,40.889999,40.889999,40.889999,33.137978,29400
2016-08-02,40.889999,40.889999,40.889999,40.889999,33.137978,0
2016-08-03,39.169998,39.169998,39.169998,39.169998,31.744066,100
2016-08-04,39.169998,39.169998,39.169998,39.169998,31.744066,0
2016-08-05,38.580002,38.580002,38.580002,38.580002,31.265915,100
2016-08-08,38.459999,38.459999,38.459999,38.459999,31.168669,100
2016-08-09,38.900002,38.900002,38.900002,38.900002,31.525255,8300
2016-08-10,38.900002,38.900002,38.900002,38.900002,31.525255,0
2016-08-11,38.540001,38.540001,38.369999,38.369999,31.095730,600
2016-08-12,38.369999,38.369999,38.369999,38.369999,31.095730,0
2016-08-15,39.619999,39.619999,39.619999,39.619999,32.108749,4500
2016-08-16,39.619999,39.619999,39.619999,39.619999,32.108749,4500
2016-08-17,39.619999,39.619999,39.619999,39.619999,32.108749,0
2016-08-18,39.619999,39.619999,39.619999,39.619999,32.108749,0
2016-08-19,39.689999,39.689999,39.689999,39.689999,32.165474,200
2016-08-22,39.450001,39.450001,39.450001,39.450001,31.970987,500
2016-08-23,39.450001,39.450001,39.450001,39.450001,31.970987,0
2016-08-24,39.450001,39.450001,39.450001,39.450001,31.970987,0
